,rank,artistsong,year,artist,song_title
1351,48,jananddean/thelittleoldlady.html,1964,Jan and Dean,The Little Old Lady
1352,49,gerryandthepacemakers/dontletthesuncatchyoucrying.html,1964,Gerry and The Pacemakers,Don’t Let The Sun Catch You Crying
1353,50,chadandjeremy/asummersong.html,1964,Chad and Jeremy,A Summer Song
1354,51,stangetzandastrudgilberto/thegirlfromipanema.html,1964,Stan Getz and Astrud Gilberto,The Girl From Ipanema
1355,52,beatles/cantbuymelove.html,1964,Beatles,Can’t Buy Me Love
1356,53,shangri-las/rememberwalkininthesand.html,1964,Shangri-Las,Remember (Walkin’ In The Sand)
1357,54,bobbyfreeman/cmonandswim.html,1964,Bobby Freeman,C’mon And Swim
1358,55,beatles/doyouwanttoknowasecret.html,1964,Beatles,Do You Want To Know A Secret
1359,56,impressions/keeponpushing.html,1964,Impressions,Keep On Pushing
1360,57,fourtops/babyineedyourloving.html,1964,Four Tops,Baby I Need Your Loving
1361,58,dianerenay/navyblue.html,1964,Diane Renay,Navy Blue
1362,59,bachelors/diane.html,1964,Bachelors,Diane
1363,60,marketts/outoflimits.html,1964,Marketts,Out Of Limits
1364,61,hondells/littlehonda.html,1964,Hondells,Little Honda
1365,62,bobbygoldsboro/seethefunnylittleclown.html,1964,Bobby Goldsboro,See The Funny Little Clown
1366,63,daveclarkfive/because.html,1964,Dave Clark Five,Because
1367,64,reflections/justlikeromeoandjuliet.html,1964,Reflections,(Just Like) Romeo And Juliet
1368,65,ricknelson/foryou.html,1964,Rick Nelson,For You
1369,66,newchristyminstrels/today.html,1964,New Christy Minstrels,Today
1370,67,daveclarkfive/cantyouseethatshesmine.html,1964,Dave Clark Five,Can’t You See That She’s Mine
1371,68,shangri-las/leaderofthepack.html,1964,Shangri-Las,Leader Of The Pack
1372,69,joehinton/funny.html,1964,Joe Hinton,Funny
1373,70,temptations/thewayyoudothethingsyoudo.html,1964,Temptations,The Way You Do The Things You Do
1374,71,dionnewarwick/anyonewhohadaheart.html,1964,Dionne Warwick,Anyone Who Had A Heart
1375,72,almartino/iloveyoumoreandmoreeveryday.html,1964,Al Martino,I Love You More And More Every Day
1376,73,royorbison/itsover.html,1964,Roy Orbison,It’s Over
1377,74,fourseasons/ronnie.html,1964,Four Seasons,Ronnie
1378,75,trashmen/surfinbird.html,1964,Trashmen,Surfin’ Bird
1379,76,tams/whatkindoffooldoyouthinkiam.html,1964,Tams,What Kind Of Fool (Do You Think I Am)
1380,77,deanmartin/thedoorisstillopentomyheart.html,1964,Dean Martin,The Door Is Still Open To My Heart
1381,78,kinks/youreallygotme.html,1964,Kinks,You Really Got Me
1382,79,sammydavisjr./theshelterofyourarms.html,1964,Sammy Davis Jr.,The Shelter Of Your Arms
1383,80,impressions/imsoproud.html,1964,Impressions,I’m So Proud
1384,81,jellybeans/iwannalovehimsobad.html,1964,Jelly Beans,I Wanna Love Him So Bad
1385,82,rogermiller/chug-a-lug.html,1964,Roger Miller,Chug-a-lug
1386,83,rogermiller/dangme.html,1964,Roger Miller,Dang Me
1387,84,alhirt/cottoncandy.html,1964,Al Hirt,Cotton Candy
1388,85,nancywilson/youdontknowhowgladiam.html,1964,Nancy Wilson,(You Don’t Know) How Glad I Am
1389,86,kingsmen/money.html,1964,Kingsmen,Money
1390,87,searchers/dontthrowyourloveaway.html,1964,Searchers,Don’t Throw Your Love Away
1391,88,tommytucker/hi-heelsneakers.html,1964,Tommy Tucker,Hi-heel Sneakers
1392,89,gerryandthepacemakers/howdoyoudoit.html,1964,Gerry and The Pacemakers,How Do You Do It!
1393,90,theventures/walkdontrun.html,1964,The Ventures,Walk Don’t Run
1394,91,daveclarkfive/doyouloveme.html,1964,Dave Clark Five,Do You Love Me
1395,92,"robertmaxwell,hisharpandorch./shangri-la.html",1964,"Robert Maxwell, His Harp and Orch.",Shangri-La
1396,93,genesimmons/hauntedhouses.html,1964,Gene Simmons,Haunted Houses
1397,94,jimmyhughes/stealaway.html,1964,Jimmy Hughes,Steal Away
1398,95,beatles/isawherstandingthere.html,1964,Beatles,I Saw Her Standing There
1399,96,andywilliams/afoolneverlearns.html,1964,Andy Williams,A Fool Never Learns
1400,97,billyj.kramerandthedakotas/badtome.html,1964,Billy J. Kramer and The Dakotas,Bad To Me
1401,98,bobbyvinton/thereivesaiditagain.html,1964,Bobby Vinton,There! I’ve Said It Again
1402,99,thekingsmen/louielouie.html,1964,The Kingsmen,Louie Louie
1403,100,searchers/needlesandpins.html,1964,Searchers,Needles And Pins
1404,1,samtheshamandthepharaohs/woolybully.html,1965,Sam The Sham and The Pharaohs,Wooly Bully
1405,2,fourtops/icanthelpmyselfsugarpiehoneybunch.html,1965,Four Tops,I Can’t Help Myself (Sugar Pie Honey Bunch)
1406,3,rollingstones/icantgetnosatisfaction.html,1965,Rolling Stones,(I Can’t Get No) Satisfaction
1407,4,wefive/youwereonmymind.html,1965,We Five,You Were On My Mind
1408,5,righteousbrothers/youvelostthatlovinfeelin.html,1965,Righteous Brothers,You’ve Lost That Lovin’ Feelin’
1409,6,petulaclark/downtown.html,1965,Petula Clark,Downtown
1410,7,beatles/help.html,1965,Beatles,Help!
1411,8,herman’shermits/cantyouhearmyheartbeat.html,1965,Herman’s Hermits,Can’t You Hear My Heartbeat
1412,9,elvispresley/cryinginthechapel.html,1965,Elvis Presley,Crying In The Chapel
1413,10,temptations/mygirl.html,1965,Temptations,My Girl
1414,11,"beachboys/helpme,rhonda.html",1965,Beach Boys,"Help Me, Rhonda"
1415,12,rogermiller/kingoftheroad.html,1965,Roger Miller,King Of The Road
1416,13,jewelaikens/thebirdsandthebees.html,1965,Jewel Aikens,The Birds And The Bees
1417,14,"melcarter/holdme,thrillme,kissme.html",1965,Mel Carter,"Hold Me, Thrill Me, Kiss Me"
1418,15,jr.walkerandtheallstars/shotgun.html,1965,Jr. Walker and The All Stars,Shotgun
1419,16,sonnyandcher/igotyoubabe.html,1965,Sonny and Cher,I Got You Babe
1420,17,garylewisandtheplayboys/thisdiamondring.html,1965,Gary Lewis and The Playboys,This Diamond Ring
1421,18,ramseylewistrio/the“in”crowd.html,1965,Ramsey Lewis Trio,The “In” Crowd
1422,19,herman’shermits/mrsbrownyouvegotalovelydaughter.html,1965,Herman’s Hermits,Mrs. Brown You’ve Got A Lovely Daughter
1423,20,supremes/stopinthenameoflove.html,1965,Supremes,Stop! In The Name Of Love
1424,21,righteousbrothers/unchainedmelody.html,1965,Righteous Brothers,Unchained Melody
1425,22,herman’shermits/silhouettes.html,1965,Herman’s Hermits,Silhouettes
1426,23,seekers/illneverfindanotheryou.html,1965,Seekers,I’ll Never Find Another You
1427,24,"jayandtheamericans/cara,mia.html",1965,Jay and The Americans,"Cara, Mia"
1428,25,byrds/mrtambourineman.html,1965,Byrds,Mr. Tambourine Man
1429,26,soundsorchestral/castyourfatetothewind.html,1965,Sounds Orchestral,Cast Your Fate To The Wind
1430,27,"barbaramason/yes,imready.html",1965,Barbara Mason,"Yes, I’m Ready"
1431,28,tomjones/whatsnewpussycat.html,1965,Tom Jones,What’s New Pussycat?
1432,29,barrymcguire/eveofdestruction.html,1965,Barry McGuire,Eve Of Destruction
1433,30,mccoys/hangonsloopy.html,1965,McCoys,Hang On Sloopy
1434,31,beatles/tickettoride.html,1965,Beatles,Ticket To Ride
1435,32,bertkaempfertandhisorch./redrosesforabluelady.html,1965,Bert Kaempfert and His Orch.,Red Roses For A Blue Lady
1436,33,jamesbrownandthefamousflames/papasgotabrandnewbag.html,1965,James Brown and The Famous Flames,Papa’s Got A Brand New Bag
1437,34,waynefontanaandthemindbenders/gameoflove.html,1965,Wayne Fontana and The Mindbenders,Game Of Love
1438,35,shirleyellis/thenamegame.html,1965,Shirley Ellis,The Name Game
1439,36,petulaclark/iknowaplace.html,1965,Petula Clark,I Know A Place
1440,37,supremes/backinmyarmsagain.html,1965,Supremes,Back In My Arms Again
1441,38,barbaralewis/babyimyours.html,1965,Barbara Lewis,Baby I’m Yours
1442,39,kingsmen/thejollygreengiant.html,1965,Kingsmen,The Jolly Green Giant
1443,40,"pattipage/hush,hush,sweetcharlotte.html",1965,Patti Page,"Hush, Hush, Sweet Charlotte"
1444,41,bobdylan/likearollingstone.html,1965,Bob Dylan,Like A Rolling Stone
1445,42,freddieandthedreamers/imtellingyounow.html,1965,Freddie and The Dreamers,I’m Telling You Now
1446,43,gerryandthepacemakers/ferrycrossthemersey.html,1965,Gerry and The Pacemakers,Ferry Cross The Mersey
1447,44,righteousbrothers/justonceinmylife.html,1965,Righteous Brothers,Just Once In My Life
1448,45,johnnyrivers/seventhson.html,1965,Johnny Rivers,Seventh Son
1449,46,"herman’shermits/imhenryviii,iam.html",1965,Herman’s Hermits,"I’m Henry VIII, I Am"
1450,47,horstjankowski/awalkintheblackforest.html,1965,Horst Jankowski,A Walk In The Black Forest
1451,48,yardbirds/foryourlove.html,1965,Yardbirds,For Your Love
1452,49,beachboys/californiagirls.html,1965,Beach Boys,California Girls
1453,50,moodyblues/gonow.html,1965,Moody Blues,Go Now
1454,51,shirleybassey/goldfinger.html,1965,Shirley Bassey,Goldfinger
1455,52,billyjoeroyal/downintheboondocks.html,1965,Billy Joe Royal,Down In The Boondocks
1456,53,glennyarbrough/babytherainmustfall.html,1965,Glenn Yarbrough,Baby The Rain Must Fall
1457,54,daveclarkfive/catchusifyoucan.html,1965,Dave Clark Five,Catch Us If You Can
1458,55,beatles/eightdaysaweek.html,1965,Beatles,Eight Days A Week
1459,56,beaubrummels/justalittle.html,1965,Beau Brummels,Just A Little
1460,57,ianwhitcomb/youturnmeon.html,1965,Ian Whitcomb,You Turn Me On
1461,58,marvingaye/illbedoggone.html,1965,Marvin Gaye,I’ll Be Doggone
1462,59,garylewisandtheplayboys/saveyourheartforme.html,1965,Gary Lewis and The Playboys,Save Your Heart For Me
1463,60,kinks/tiredofwaitingforyou.html,1965,Kinks,Tired Of Waiting For You
1464,61,garylewisandtheplayboys/countmein.html,1965,Gary Lewis and The Playboys,Count Me In
1465,62,kinks/alldayandallofthenight.html,1965,Kinks,All Day And All Of The Night
1466,63,jackiedeshannon/whattheworldneedsnowislove.html,1965,Jackie DeShannon,What The World Needs Now Is Love
1467,64,tomjones/itsnotunusual.html,1965,Tom Jones,It’s Not Unusual
1468,65,sirdouglasquintet/shesaboutamover.html,1965,Sir Douglas Quintet,She’s About A Mover
1469,66,samcooke/shake.html,1965,Sam Cooke,Shake
1470,67,herman’shermits/wonderfulworld.html,1965,Herman’s Hermits,Wonderful World
1471,68,marthaandthevandellas/nowheretorun.html,1965,Martha and The Vandellas,Nowhere To Run
1472,69,yardbirds/heartfullofsoul.html,1965,Yardbirds,Heart Full Of Soul
1473,70,searchers/lovepotionnumbernine.html,1965,Searchers,Love Potion Number Nine
1474,71,dicklelee/lauriestrangethingshappen.html,1965,Dickle Lee,Laurie (Strange Things Happen)
1475,72,sonnyandcher/babydontgo.html,1965,Sonny and Cher,Baby Don’t Go
1476,73,turtles/itaintmebabe.html,1965,Turtles,It Ain’t Me Babe
1477,74,zombies/tellherno.html,1965,Zombies,Tell Her No
1478,75,peterandgordon/igotopieces.html,1965,Peter and Gordon,I Go To Pieces
1479,76,vicdana/redrosesforabluelady.html,1965,Vic Dana,Red Roses For A Blue Lady
1480,77,pattyduke/dontjuststandthere.html,1965,Patty Duke,Don’t Just Stand There
1481,78,miracles/thetracksofmytears.html,1965,Miracles,The Tracks Of My Tears
1482,79,brendalee/toomanyrivers.html,1965,Brenda Lee,Too Many Rivers
1483,80,daveclarkfive/ilikeitlikethat.html,1965,Dave Clark Five,I Like It Like That
1484,81,bobbygoldsboro/littlethings.html,1965,Bobby Goldsboro,Little Things
1485,82,peterandgordon/trueloveways.html,1965,Peter and Gordon,True Love Ways
1486,83,fourtops/itsthesameoldsong.html,1965,Four Tops,It’s The Same Old Song
1487,84,fortunes/youvegotyourtroubles.html,1965,Fortunes,You’ve Got Your Troubles
1488,85,joetex/holdwhatyouvegot.html,1965,Joe Tex,Hold What You’ve Got
1489,86,animals/wegottagetoutofthisplace.html,1965,Animals,We Gotta Get Out Of This Place
1490,87,"beaubrummels/laugh,laugh.html",1965,Beau Brummels,"Laugh, Laugh"
1491,88,rollingstones/thelasttime.html,1965,Rolling Stones,The Last Time
1492,89,lovin’spoonful/doyoubelieveinmagic.html,1965,Lovin’ Spoonful,Do You Believe In Magic
1493,90,cher/allireallywanttodo.html,1965,Cher,All I Really Want To Do
1494,91,littleanthonyandtheimperials/takemeback.html,1965,Little Anthony and The Imperials,Take Me Back
1495,92,strangeloves/iwantcandy.html,1965,Strangeloves,I Want Candy
1496,93,miracles/ooobabybaby.html,1965,Miracles,Ooo Baby Baby
1497,94,sonny/laughatme.html,1965,Sonny,Laugh At Me
1498,95,royhead/treatherright.html,1965,Roy Head,Treat Her Right
1499,96,jackjones/theraceison.html,1965,Jack Jones,The Race Is On
1500,97,"dino,desiandbilly/imafool.html",1965,"Dino, Desi and Billy",I’m A Fool
1501,98,adlibs/theboyfromnewyorkcity.html,1965,Ad Libs,The Boy From New York City
1502,99,delshannon/keepsearchin.html,1965,Del Shannon,Keep Searchin’
1503,100,marvingaye/howsweetitistobelovedbyyou.html,1965,Marvin Gaye,How Sweet It Is (To Be Loved By You)
1504,1,sgt.barrysadler/theballadofthegreenberets.html,1966,Sgt. Barry Sadler,The Ballad Of The Green Berets
1505,2,association/cherish.html,1966,Association,Cherish
1506,3,righteousbrothers/youremysoulandinspiration.html,1966,Righteous Brothers,(You’re My) Soul And Inspiration
1507,4,fourtops/reachoutillbethere.html,1966,Four Tops,Reach Out I’ll Be There
1508,5,?andthemysterians/96tears.html,1966,? and The Mysterians,96 Tears
1509,6,monkees/lasttraintoclarksville.html,1966,Monkees,Last Train To Clarksville
1510,7,"mama’sandthepapa’s/monday,monday.html",1966,Mama’s and The Papa’s,"Monday, Monday"
1511,8,supremes/youcanthurrylove.html,1966,Supremes,You Can’t Hurry Love
1512,9,johnnyrivers/poorsideoftown.html,1966,Johnny Rivers,Poor Side Of Town
1513,10,mama’sandthepapa’s/californiadreamin.html,1966,Mama’s and The Papa’s,California Dreamin’
1514,11,lovin’spoonful/summerinthecity.html,1966,Lovin’ Spoonful,Summer In The City
1515,12,rogerwilliams/bornfree.html,1966,Roger Williams,Born Free
1516,13,nancysinatra/thesebootsaremadeforwalkin.html,1966,Nancy Sinatra,These Boots Are Made For Walkin’
1517,14,jimmyruffin/whatbecomesofthebrokenhearted.html,1966,Jimmy Ruffin,What Becomes Of The Brokenhearted
1518,15,franksinatra/strangersinthenight.html,1966,Frank Sinatra,Strangers In The Night
1519,16,beatles/wecanworkitout.html,1966,Beatles,We Can Work It Out
1520,17,youngrascals/goodlovin.html,1966,Young Rascals,Good Lovin’
1521,18,newvaudevilleband/winchestercathedral.html,1966,New Vaudeville Band,Winchester Cathedral
1522,19,tommyjamesandtheshondells/hankypanky.html,1966,Tommy James and The Shondells,Hanky Panky
1523,20,percysledge/whenamanlovesawoman.html,1966,Percy Sledge,When A Man Loves A Woman
1524,21,rollingstones/paintitblack.html,1966,Rolling Stones,Paint It Black
1525,22,petulaclark/mylove.html,1966,Petula Clark,My Love
1526,23,louchristie/lightinstrikes.html,1966,Lou Christie,Lightin’ Strikes
1527,24,troggs/wildthing.html,1966,Troggs,Wild Thing
1528,25,paulrevereandtheraiders/kicks.html,1966,Paul Revere and The Raiders,Kicks
1529,26,donovan/sunshinesuperman.html,1966,Donovan,Sunshine Superman
1530,27,bobbyhebb/sunny.html,1966,Bobby Hebb,Sunny
1531,28,beatles/paperbackwriter.html,1966,Beatles,Paperback Writer
1532,29,happenings/seeyouinseptember.html,1966,Happenings,See You In September
1533,30,supremes/youkeepmehanginon.html,1966,Supremes,You Keep Me Hangin’ On
1534,31,samtheshamandthepharaohs/lilredridinghood.html,1966,Sam The Sham and The Pharaohs,Lil’ Red Riding Hood
1535,32,mitchryderandthedetroitwheels/devilwithabluedressonandgoodgollymissmollymedley.html,1966,Mitch Ryder and The Detroit Wheels,Devil With A Blue Dress On and Good Golly Miss Molly (Medley)
1536,33,beachboys/goodvibrations.html,1966,Beach Boys,Good Vibrations
1537,34,mindbenders/agroovykindoflove.html,1966,Mindbenders,A Groovy Kind Of Love
1538,35,dustyspringfield/youdonthavetosayyouloveme.html,1966,Dusty Springfield,You Don’t Have To Say You Love Me
1539,36,thecapitols/cooljerk.html,1966,The Capitols,Cool Jerk
1540,37,sandyposey/bornawoman.html,1966,Sandy Posey,Born A Woman
1541,38,cyrkle/redrubberball.html,1966,Cyrkle,Red Rubber Ball
1542,39,carlathomas/b-a-b-y.html,1966,Carla Thomas,B-A-B-Y
1543,40,leftbanke/walkawayrenee.html,1966,Left Banke,Walk Away Renee
1544,41,lovin’spoonful/daydream.html,1966,Lovin’ Spoonful,Daydream
1545,42,outsiders/timewontletme.html,1966,Outsiders,Time Won’t Let Me
1546,43,tommyroe/hoorayforhazel.html,1966,Tommy Roe,Hooray For Hazel
1547,44,tommyroe/sweetpea.html,1966,Tommy Roe,Sweet Pea
1548,45,hollies/busstop.html,1966,Hollies,Bus Stop
1549,46,jamesandbobbypurify/imyourpuppet.html,1966,James and Bobby Purify,I’m Your Puppet
1550,47,b.j.thomasandthetriumphs/imsolonesomeicouldcry.html,1966,B.J. Thomas and The Triumphs,I’m So Lonesome I Could Cry
1551,48,temptations/ainttooproudtobeg.html,1966,Temptations,Ain’t Too Proud To Beg
1552,49,standells/dirtywater.html,1966,Standells,Dirty Water
1553,50,boblind/elusivebutterfly.html,1966,Bob Lind,Elusive Butterfly
1554,51,simonandgarfunkel/iamarock.html,1966,Simon and Garfunkel,I Am A Rock
1555,52,raycharles/cryingtime.html,1966,Ray Charles,Crying Time
1556,53,johnnyrivers/secretagentman.html,1966,Johnny Rivers,Secret Agent Man
1557,54,simonandgarfunkel/thesoundsofsilence.html,1966,Simon and Garfunkel,The Sounds Of Silence
1558,55,peterandgordon/ladygodiva.html,1966,Peter and Gordon,Lady Godiva
1559,56,simonandgarfunkel/homewardbound.html,1966,Simon and Garfunkel,Homeward Bound
1560,57,lovin’spoonful/didyoueverhavetomakeupyourmind.html,1966,Lovin’ Spoonful,Did You Ever Have To Make Up Your Mind?
1561,58,robertparker/barefootin.html,1966,Robert Parker,Barefootin’
1562,59,steviewonder/uptighteverythingsalright.html,1966,Stevie Wonder,Uptight (Everything’s Alright)
1563,60,cher/bangbang.html,1966,Cher,Bang Bang
1564,61,beachboys/sloopjohnb.html,1966,Beach Boys,Sloop John B
1565,62,rollingstones/19thnervousbreakdown.html,1966,Rolling Stones,19th Nervous Breakdown
1566,63,thesurfaris/wipeout.html,1966,The Surfaris,Wipe Out
1567,64,countfive/psychoticreaction.html,1966,Count Five,Psychotic Reaction
1568,65,temptations/beautyisonlyskindeep.html,1966,Temptations,Beauty Is Only Skin Deep
1569,66,t-bones/nomatterwhatshapeyourstomachisin.html,1966,T-Bones,No Matter What Shape (Your Stomach Is In)
1570,67,paulrevereandtheraiders/justlikeme.html,1966,Paul Revere and The Raiders,Just Like Me
1571,68,deonjackson/lovemakestheworldgoround.html,1966,Deon Jackson,Love Makes The World Go Round
1572,69,crispianst.peters/thepiedpiper.html,1966,Crispian St. Peters,The Pied Piper
1573,70,brendalee/comingonstrong.html,1966,Brenda Lee,Coming On Strong
1574,71,rayconniffandthesingers/somewheremylove.html,1966,Ray Conniff and The Singers,Somewhere My Love
1575,72,davidhouston/almostpersuaded.html,1966,David Houston,Almost Persuaded
1576,73,bobbydarin/ifiwereacarpenter.html,1966,Bobby Darin,If I Were A Carpenter
1577,74,marvelettes/dontmesswithbill.html,1966,Marvelettes,Don’t Mess With Bill
1578,75,"neildiamond/cherry,cherry.html",1966,Neil Diamond,"Cherry, Cherry"
1579,76,leedorsey/workinginthecoalmine.html,1966,Lee Dorsey,Working In The Coal Mine
1580,77,dionnewarwick/messagetomichael.html,1966,Dionne Warwick,Message To Michael
1581,78,lourawls/loveisahurtinthing.html,1966,Lou Rawls,Love Is A Hurtin’ Thing
1582,79,beachboys/barbaraann.html,1966,Beach Boys,Barbara Ann
1583,80,shadowsofknight/gloria.html,1966,Shadows Of Knight,Gloria
1584,81,supremes/myworldisemptywithoutyou.html,1966,Supremes,My World Is Empty Without You
1585,82,bobdylan/rainydaywomen#12and35.html,1966,Bob Dylan,Rainy Day Women #12 And 35
1586,83,sandpipers/guantanamera.html,1966,Sandpipers,Guantanamera
1587,84,"wilsonpickett/landof1,000dances.html",1966,Wilson Pickett,"Land Of 1,000 Dances"
1588,85,shadesofblue/ohhowhappy.html,1966,Shades Of Blue,Oh How Happy
1589,86,peterandgordon/woman.html,1966,Peter and Gordon,Woman
1590,87,turtles/youbaby.html,1966,Turtles,You Baby
1591,88,vogues/fiveoclockworld.html,1966,Vogues,Five O’clock World
1592,89,losbravos/blackisblack.html,1966,Los Bravos,Black Is Black
1593,90,beatles/nowhereman.html,1966,Beatles,Nowhere Man
1594,91,herman’shermits/dandy.html,1966,Herman’s Hermits,Dandy
1595,92,slimharpo/babyscratchmyback.html,1966,Slim Harpo,Baby Scratch My Back
1596,93,garylewisandtheplayboys/shesjustmystyle.html,1966,Gary Lewis and The Playboys,She’s Just My Style
1597,94,chrismontez/themoreiseeyou.html,1966,Chris Montez,The More I See You
1598,95,bobbyfullerfour/ifoughtthelaw.html,1966,Bobby Fuller Four,I Fought The Law
1599,96,beatles/yellowsubmarine.html,1966,Beatles,Yellow Submarine
1600,97,paulrevereandtheraiders/hungry.html,1966,Paul Revere and The Raiders,Hungry
1601,98,herbalpertandthetijuanabrass/zorbathegreek.html,1966,Herb Alpert and The Tijuana Brass,Zorba The Greek
1602,99,yardbirds/shapesofthings.html,1966,Yardbirds,Shapes Of Things
1603,100,wilsonpickett/634-5789.html,1966,Wilson Pickett,634-5789
1604,1,lulu/tosirwithlove.html,1967,Lulu,To Sir With Love
1605,2,boxtops/theletter.html,1967,Box Tops,The Letter
1606,3,bobbygentry/odetobilliejoe.html,1967,Bobby Gentry,Ode To Billie Joe
1607,4,association/windy.html,1967,Association,Windy
1608,5,monkees/imabeliever.html,1967,Monkees,I’m A Believer
1609,6,doors/lightmyfire.html,1967,Doors,Light My Fire
1610,7,nancysinatraandfranksinatra/somethinstupid.html,1967,Nancy Sinatra and Frank Sinatra,Somethin’ Stupid
1611,8,turtles/happytogether.html,1967,Turtles,Happy Together
1612,9,youngrascals/groovin.html,1967,Young Rascals,Groovin’
1613,10,frankievalli/canttakemyeyesoffyou.html,1967,Frankie Valli,Can’t Take My Eyes Off You
1614,11,musicexplosion/littlebitosoul.html,1967,Music Explosion,Little Bit O’ Soul
1615,12,tommyjamesandtheshondells/ithinkwerealonenow.html,1967,Tommy James and The Shondells,I Think We’re Alone Now
1616,13,arethafranklin/respect.html,1967,Aretha Franklin,Respect
1617,14,steviewonder/iwasmadetoloveher.html,1967,Stevie Wonder,I Was Made To Love Her
1618,15,bobbyveeandthestrangers/comebackwhenyougrowup.html,1967,Bobby Vee and The Strangers,Come Back When You Grow Up
1619,16,buckinghams/kindofadrag.html,1967,Buckinghams,Kind Of A Drag
1620,17,arthurconley/sweetsoulmusic.html,1967,Arthur Conley,Sweet Soul Music
1621,18,soulsurvivors/expresswaytoyourheart.html,1967,Soul Survivors,Expressway To Your Heart
1622,19,samanddave/soulman.html,1967,Sam and Dave,Soul Man
1623,20,association/nevermylove.html,1967,Association,Never My Love
1624,21,"jayandthetechniques/apples,peaches,pumpkinpie.html",1967,Jay and The Techniques,"Apples, Peaches, Pumpkin Pie"
1625,22,everymothers’son/comeondowntomyboat.html,1967,Every Mothers’ Son,Come On Down To My Boat
1626,23,strawberryalarmclock/incenseandpeppermints.html,1967,Strawberry Alarm Clock,Incense And Peppermints
1627,24,rollingstones/rubytuesday.html,1967,Rolling Stones,Ruby Tuesday
1628,25,vickicarr/itmustbehim.html,1967,Vicki Carr,It Must Be Him
1629,26,brentonwood/gimmelittlesign.html,1967,Brenton Wood,Gimme Little Sign
1630,27,buffalospringfield/forwhatitsworth.html,1967,Buffalo Springfield,For What It’s Worth
1631,28,supremes/loveishereandnowyouregone.html,1967,Supremes,Love Is Here And Now You’re Gone
1632,29,supremes/thehappening.html,1967,Supremes,The Happening
1633,30,beatles/allyouneedislove.html,1967,Beatles,All You Need Is Love
1634,31,engelberthumperdinck/releasemeandletmeloveagain.html,1967,Engelbert Humperdinck,Release Me (And Let Me Love Again)
1635,32,marvingayeandtammiterrell/yourpreciouslove.html,1967,Marvin Gaye and Tammi Terrell,Your Precious Love
1636,33,jeffersonairplane/somebodytolove.html,1967,Jefferson Airplane,Somebody To Love
1637,34,esquires/getonup.html,1967,Esquires,Get On Up
1638,35,vanmorrison/browneyedgirl.html,1967,Van Morrison,Brown Eyed Girl
1639,36,marthaandthevandella/jimmymack.html,1967,Martha and The Vandella,Jimmy Mack
1640,37,happenings/igotrhythm.html,1967,Happenings,I Got Rhythm
1641,38,procolharum/awhitershadeofpale.html,1967,Procol Harum,A Whiter Shade Of Pale
1642,39,buckinghams/dontyoucare.html,1967,Buckinghams,Don’t You Care
1643,40,casinos/thenyoucantellmegoodbye.html,1967,Casinos,Then You Can Tell Me Goodbye
1644,41,dianarossandthesupremes/reflections.html,1967,Diana Ross and The Supremes,Reflections
1645,42,hollies/onacarousel.html,1967,Hollies,On A Carousel
1646,43,bobbyvinton/pleaselovemeforever.html,1967,Bobby Vinton,Please Love Me Forever
1647,44,dionnewarwick/alfie.html,1967,Dionne Warwick,Alfie
1648,45,tremeloes/silenceisgolden.html,1967,Tremeloes,Silence Is Golden
1649,46,edames/mycuprunnethover.html,1967,Ed Ames,My Cup Runneth Over
1650,47,"fifthdimension/up,upandaway.html",1967,Fifth Dimension,"Up, Up And Away"
1651,48,scottmckenzie/sanfrancisco.html,1967,Scott Mckenzie,San Francisco
1652,49,"cowsills/therain,theparkandotherthings.html",1967,Cowsills,"The Rain, The Park And Other Things"
1653,50,herman’shermits/theresakindofhush.html,1967,Herman’s Hermits,There’s A Kind Of Hush
1654,51,"buckinghams/mercy,mercy,mercy.html",1967,Buckinghams,"Mercy, Mercy, Mercy"
1655,52,petulaclark/thisismysong.html,1967,Petula Clark,This Is My Song
1656,53,jackiewilson/yourlovekeepsliftingmehigherandhigher.html,1967,Jackie Wilson,(Your Love Keeps Lifting Me) Higher And Higher
1657,54,youngrascals/ivebeenlonelytoolong.html,1967,Young Rascals,I’ve Been Lonely Too Long
1658,55,beatles/pennylane.html,1967,Beatles,Penny Lane
1659,56,temptations/youremyeverything.html,1967,Temptations,You’re My Everything
1660,57,seekers/georgygirl.html,1967,Seekers,Georgy Girl
1661,58,fiveamericans/westernunion.html,1967,Five Americans,Western Union
1662,59,arethafranklin/babyiloveyou.html,1967,Aretha Franklin,Baby I Love You
1663,60,"monkees/alittlebityou,alittlebitme.html",1967,Monkees,"A Little Bit You, A Little Bit Me"
1664,61,lesleygore/californianights.html,1967,Lesley Gore,California Nights
1665,62,mama’sandthepapa’s/dedicatedtotheoneilove.html,1967,Mama’s and The Papa’s,Dedicated To The One I Love
1666,63,youngrascals/howcanibesure.html,1967,Young Rascals,How Can I Be Sure
1667,64,hollies/carrieann.html,1967,Hollies,Carrie Ann
1668,65,bluemagoos/weaintgotnothinyet.html,1967,Blue Magoos,(We Ain’t Got) Nothin’ Yet
1669,66,easybeats/fridayonmymind.html,1967,Easy Beats,Friday On My Mind
1670,67,bar-kays/soulfinger.html,1967,Bar-Kays,Soul Finger
1671,68,spencerdavisgroup/gimmesomelovin.html,1967,Spencer Davis Group,Gimme Some Lovin’
1672,69,hombres/letitoutletitallhangout.html,1967,Hombres,Let It Out (Let It All Hang Out)
1673,70,grassroots/letslivefortoday.html,1967,Grass Roots,Let’s Live For Today
