,rank,artistsong,year,artist,song_title
3723,20,taylordayne/illalwaysloveyou.html,1988,Taylor Dayne,I’ll Always Love You
3724,21,michaeljackson/maninthemirror.html,1988,Michael Jackson,Man In The Mirror
3725,22,debbiegibson/shakeyourlove.html,1988,Debbie Gibson,Shake Your Love
3726,23,robertpalmer/simplyirresistible.html,1988,Robert Palmer,Simply Irresistible
3727,24,richardmarx/holdontothenights.html,1988,Richard Marx,Hold On To The Nights
3728,25,ericcarnen/hungryeyes.html,1988,Eric Carnen,Hungry Eyes
3729,26,johnnyhatesjazz/shattereddreams.html,1988,Johnny Hates Jazz,Shattered Dreams
3730,27,georgemichael/fatherfigure.html,1988,George Michael,Father Figure
3731,28,samanthafox/naughtygirlsneedlovetoo.html,1988,Samantha Fox,Naughty Girls (Need Love Too)
3732,29,philcollins/agroovykindoflove.html,1988,Phil Collins,A Groovy Kind Of Love
3733,30,defleppard/lovebites.html,1988,Def Leppard,Love Bites
3734,31,richardmarx/endlesssummernights.html,1988,Richard Marx,Endless Summer Nights
3735,32,debbiegibson/foolishbeat.html,1988,Debbie Gibson,Foolish Beat
3736,33,whitneyhouston/wheredobrokenheartsgo.html,1988,Whitney Houston,Where Do Broken Hearts Go
3737,34,aerosmith/angel.html,1988,Aerosmith,Angel
3738,35,bangles/hazyshadeofwinter.html,1988,Bangles,Hazy Shade Of Winter
3739,36,michaeljackson/thewayyoumakemefeel.html,1988,Michael Jackson,The Way You Make Me Feel
3740,37,"bobbymcferrin/dontworry,behappy.html",1988,Bobby McFerrin,"Don’t Worry, Be Happy"
3741,38,ericcarnen/makemelosecontrol.html,1988,Eric Carnen,Make Me Lose Control
3742,39,ub40/redredwine.html,1988,UB40,Red Red Wine
3743,40,patricswayze/sheslikethewind.html,1988,Patric Swayze,She’s Like The Wind
3744,41,bonjovi/badmedicine.html,1988,Bon Jovi,Bad Medicine
3745,42,beachboys/kokomo.html,1988,Beach Boys,Kokomo
3746,43,eltonjohn/idontwannagoonwithyoulikethat.html,1988,Elton John,I Don’t Wanna Go On With You Like That
3747,44,rickastley/togetherforever.html,1988,Rick Astley,Together Forever
3748,45,georgemichael/monkey.html,1988,George Michael,Monkey
3749,46,inxs/devilinside.html,1988,INXS,Devil Inside
3750,47,richardmarx/shouldveknownbetter.html,1988,Richard Marx,Should’ve Known Better
3751,48,chicago/idontwannalivewithoutyourlove.html,1988,Chicago,I Don’t Wanna Live Without Your Love
3752,49,kylieminogue/theloco-motion.html,1988,Kylie Minogue,The Loco-Motion
3753,50,petshopboysanddustyspringfield/whathaveidonetodeservethis.html,1988,Pet Shop Boys and Dusty Springfield,What Have I Done To Deserve This?
3754,51,jets/makeitreal.html,1988,Jets,Make It Real
3755,52,informationsociety/whatsonyourmind.html,1988,Information Society,What’s On Your Mind
3756,53,taylordayne/tellittomyheart.html,1988,Taylor Dayne,Tell It To My Heart
3757,54,debbiegibson/outoftheblue.html,1988,Debbie Gibson,Out Of The Blue
3758,55,jodywatley/dontyouwantme.html,1988,Jody Watley,Don’t You Want Me
3759,56,u2/desire.html,1988,U2,Desire
3760,57,belindacarlisle/igetweak.html,1988,Belinda Carlisle,I Get Weak
3761,58,terencetrentd’arby/signyourname.html,1988,Terence Trent d’Arby,Sign Your Name
3762,59,roger/iwanttobeyourman.html,1988,Roger,I Want To Be Your Man
3763,60,pebbles/girlfriend.html,1988,Pebbles,Girlfriend
3764,61,michaeljackson/dirtydiana.html,1988,Michael Jackson,Dirty Diana
3765,62,gloriaestefanandmiamisoundmachine/1234.html,1988,Gloria Estefan and Miami Sound Machine,1 2 3 4
3766,63,pebbles/mercedesboy.html,1988,Pebbles,Mercedes Boy
3767,64,hueylewisandthenews/perfectworld.html,1988,Huey Lewis and The News,Perfect World
3768,65,inxs/newsensation.html,1988,INXS,New Sensation
3769,66,prettypoison/catchmeimfalling.html,1988,Pretty Poison,Catch Me (I’m Falling)
3770,67,newedition/ifitisntlove.html,1988,New Edition,If It Isn’t Love
3771,68,jets/rocket2u.html,1988,Jets,Rocket 2 U
3772,69,petercetera/onegoodwoman.html,1988,Peter Cetera,One Good Woman
3773,70,cheaptrick/dontbecruel.html,1988,Cheap Trick,Don’t Be Cruel
3774,71,eltonjohn/candleinthewind.html,1988,Elton John,Candle In The Wind
3775,72,darylhallandjohnoates/everythingyourheartdesires.html,1988,Daryl Hall and John Oates,Everything Your Heart Desires
3776,73,foreigner/sayyouwill.html,1988,Foreigner,Say You Will
3777,74,keithsweat/iwanther.html,1988,Keith Sweat,I Want Her
3778,75,nataliecole/pinkcadillac.html,1988,Natalie Cole,Pink Cadillac
3779,76,tracychapman/fastcar.html,1988,Tracy Chapman,Fast Car
3780,77,icehouse/electricblue.html,1988,Icehouse,Electric Blue
3781,78,brucehornsbyandtherange/thevalleyroad.html,1988,Bruce Hornsby and The Range,The Valley Road
3782,79,bobbybrown/dontbecruel.html,1988,Bobby Brown,Don’t Be Cruel
3783,80,petshopboys/alwaysonmymind.html,1988,Pet Shop Boys,Always On My Mind
3784,81,brendarussell/pianointhedark.html,1988,Brenda Russell feat. Joe Esposito,Piano In The Dark
3785,82,vanhalen/whenitslove.html,1988,Van Halen,When It’s Love
3786,83,paulcarrack/dontshedatear.html,1988,Paul Carrack,Don’t Shed A Tear
3787,84,sting/wellbetogether.html,1988,Sting,We’ll Be Together
3788,85,joanjettandtheblackhearts/ihatemyselfforlovingyou.html,1988,Joan Jett and The Blackhearts,I Hate Myself For Loving You
3789,86,foreigner/idontwanttolivewithoutyou.html,1988,Foreigner,I Don’t Want To Live Without You
3790,87,alb.sure!/niteandday.html,1988,Al B. Sure!,Nite And Day
3791,88,stevewinwood/dontyouknowwhatthenightcando.html,1988,Steve Winwood,Don’t You Know What The Night Can Do
3792,89,whitneyhouston/onemomentintime.html,1988,Whitney Houston,One Moment In Time
3793,90,gloriaestefanandmiamisoundmachine/cantstayawayfromyou.html,1988,Gloria Estefan and Miami Sound Machine,Can’t Stay Away From You
3794,91,georgemichael/kissingafool.html,1988,George Michael,Kissing A Fool
3795,92,johncougarmellancamp/cherrybomb.html,1988,John Cougar Mellancamp,Cherry Bomb
3796,93,brendak.starr/istillbelieve.html,1988,Brenda K. Starr,I Still Believe
3797,94,cher/ifoundsomeone.html,1988,Cher,I Found Someone
3798,95,inxs/nevertearusapart.html,1988,INXS,Never Tear Us Apart
3799,96,stevewindwood/valerie.html,1988,Steve Windwood,Valerie
3800,97,davidleeroth/justlikeparadise.html,1988,David Lee Roth,Just Like Paradise
3801,98,poison/nothinbutagoodtime.html,1988,Poison,Nothin’ But A Good Time
3802,99,whitelion/wait.html,1988,White Lion,Wait
3803,100,taylordayne/proveyourlove.html,1988,Taylor Dayne,Prove Your Love
3804,1,chicago/lookaway.html,1989,Chicago,Look Away
3805,2,bobbybrown/myprerogative.html,1989,Bobby Brown,My Prerogative
3806,3,poison/everyrosehasitsthorn.html,1989,Poison,Every Rose Has Its Thorn
3807,4,paulaabdul/straightup.html,1989,Paula Abdul,Straight Up
3808,5,janetjackson/missyoumuch.html,1989,Janet Jackson,Miss You Much
3809,6,paulaabdul/coldhearted.html,1989,Paula Abdul,Cold Hearted
3810,7,bettemidler/windbeneathmywings.html,1989,Bette Midler,Wind Beneath My Wings
3811,8,millivanilli/girlyouknowitstrue.html,1989,Milli Vanilli,Girl You Know Its True
3812,9,"willtopower/baby,iloveyourway-freebird.html",1989,Will To Power,"Baby, I Love Your Way-Freebird"
3813,10,anitabaker/givingyouthebestthatigot.html,1989,Anita Baker,Giving You The Best That I Got
3814,11,richardmarx/rightherewaiting.html,1989,Richard Marx,Right Here Waiting
3815,12,boymeetsgirl/waitingforastartofall.html,1989,Boy Meets Girl,Waiting For A Star To Fall
3816,13,debbiegibson/lostinyoureyes.html,1989,Debbie Gibson,Lost In Your Eyes
3817,14,gloriaestefan/dontwannaloseyou.html,1989,Gloria Estefan,Don’t Wanna Lose You
3818,15,warrant/heavan.html,1989,Warrant,Heavan
3819,16,millivanilli/girlimgonnamissyou.html,1989,Milli Vanilli,Girl I’m Gonna Miss You
3820,17,roxette/thelook.html,1989,Roxette,The Look
3821,18,fineyoungcannibals/shedrivesmecrazy.html,1989,Fine Young Cannibals,She Drives Me Crazy
3822,19,bobbybrown/onourown.html,1989,Bobby Brown,On Our Own
3823,20,philcollins/twohearts.html,1989,Phil Collins,Two Hearts
3824,21,millivanilli/blameitontherain.html,1989,Milli Vanilli,Blame It On The Rain
3825,22,roxette/listentoyourheart.html,1989,Roxette,Listen To Your Heart
3826,23,bonjovi/illbethereforyou.html,1989,Bon Jovi,I’ll Be There For You
3827,24,simplyred/ifyoudontknowbebynow.html,1989,Simply Red,If You Don’t Know Be By Now
3828,25,madonna/likeaprayer.html,1989,Madonna,Like A Prayer
3829,26,newkidsontheblock/illbelovingyouforever.html,1989,New Kids On The Block,I’ll Be Loving You (Forever)
3830,27,breathe/howcanifall.html,1989,Breathe,How Can I Fall?
3831,28,millivanilli/babydontforgetmynumber.html,1989,Milli Vanilli,Baby Don’t Forget My Number
3832,29,martika/toysolider.html,1989,Martika,Toy Solider
3833,30,paulaabdul/foreveryourgirl.html,1989,Paula Abdul,Forever Your Girl.
3834,31,mikeandthemechanics/thelivingyears.html,1989,Mike and The Mechanics,The Living Years
3835,32,thebangles/eternalflame.html,1989,The Bangles,Eternal Flame
3836,33,toneloc/wildthing.html,1989,Tone Loc,Wild Thing
3837,34,badenglish/wheniseeyousmile.html,1989,Bad English,When I See You Smile
3838,35,cher/ificouldturnbacktime.html,1989,Cher,If I Could Turn Back Time
3839,36,nenehcherry/buffalostance.html,1989,Neneh Cherry,Buffalo Stance
3840,37,sheriff/whenimwithyou.html,1989,Sheriff,When I’m With You
3841,38,taylordayne/dontrushme.html,1989,Taylor Dayne,Don’t Rush Me
3842,39,bonjovi/borntobemybaby.html,1989,Bon Jovi,Born To Be My Baby
3843,40,fineyoungcannibals/goodthing.html,1989,Fine Young Cannibals,Good Thing
3844,41,sheenaeaston/theloverinme.html,1989,Sheena Easton,The Lover In Me
3845,42,youngm.c./bustamove.html,1989,Young M.C.,Bust A Move
3846,43,"greatwhite/oncebitten,twiceshy.html",1989,Great White,"Once Bitten, Twice Shy"
3847,44,prince/batdance.html,1989,Prince,Batdance
3848,45,michaeldamian/rockon.html,1989,Michael Damian,Rock On
3849,46,jodywatley/reallove.html,1989,Jody Watley,Real Love
3850,47,b-52’s/loveshack.html,1989,B-52’s,Love Shack
3851,48,bobbybrown/everylittlestep.html,1989,Bobby Brown,Every Little Step
3852,49,newkidsontheblock/hangintough.html,1989,New Kids On The Block,Hangin’ Tough
3853,50,rodstewart/myheartcanttellyouno.html,1989,Rod Stewart,My Heart Can’t Tell You No
3854,51,loveandrockets/soalive.html,1989,Love and Rockets,So Alive
3855,52,newkidsontheblock/yougotittherightstuff.html,1989,New Kids On The Block,You Got It (The Right Stuff)
3856,53,defleppard/armageddonit.html,1989,Def Leppard,Armageddon It
3857,54,richardmarx/satisfied.html,1989,Richard Marx,Satisfied
3858,55,madonna/expressyourself.html,1989,Madonna,Express Yourself
3859,56,dino/ilikeit.html,1989,Dino,I Like It
3860,57,donnyosmond/soldieroflove.html,1989,Donny Osmond,Soldier Of Love
3861,58,tearsforfears/sowingtheseedsoflove.html,1989,Tears For Fears,Sowing The Seeds Of Love
3862,59,madonna/cherish.html,1989,Madonna,Cherish
3863,60,whitelion/whenthechildrencry.html,1989,White Lion,When The Children Cry
3864,61,skidrow/18andlife.html,1989,Skid Row,18 And Life
3865,62,duranduran/idontwantyourlove.html,1989,Duran Duran,I Don’t Want Your Love
3866,63,.38special/secondchances.html,1989,.38 Special,Second Chances
3867,64,karynwhite/thewayyouloveme.html,1989,Karyn White,The Way You Love Me
3868,65,toneloc/funkycoldmedina.html,1989,Tone Loc,Funky Cold Medina
3869,66,bangles/inyourroom.html,1989,Bangles,In Your Room
3870,67,nataliecole/missyoulikecrazy.html,1989,Natalie Cole,Miss You Like Crazy
3871,68,cure/lovesong.html,1989,Cure,Love Song
3872,69,karynwhite/secretrendesvous.html,1989,Karyn White,Secret Rendesvous
3873,70,jeffhealeyband/angeleyes.html,1989,Jeff Healey Band,Angel Eyes
3874,71,gunsn’roses/patience.html,1989,Guns N’ Roses,Patience
3875,72,eddiemoney/walkonwater.html,1989,Eddie Money,Walk On Water
3876,73,newkidsontheblock/covergirl.html,1989,New Kids On The Block,Cover Girl
3877,74,gunsn’roses/welcomtothejungle.html,1989,Guns N’ Roses,Welcom To The Jungle
3878,75,surface/showermewithyourlove.html,1989,Surface,Shower Me With Your Love
3879,76,r.e.m./stand.html,1989,R.E.M.,Stand
3880,77,litaford/closemyeyesforever.html,1989,Lita Ford,Close My Eyes Forever
3881,78,tiffany/allthistime.html,1989,Tiffany,All This Time
3882,79,cherandpetercetera/afterall.html,1989,Cher and Peter Cetera,After All
3883,80,bobbybrown/roni.html,1989,Bobby Brown,Roni
3884,81,aerosmith/loveinanelevator.html,1989,Aerosmith,Love In An Elevator
3885,82,bonjovi/layyourhandsonme.html,1989,Bon Jovi,Lay Your Hands On Me
3886,83,wheninrome/thispromise.html,1989,When In Rome,This Promise
3887,84,ediebrickellandthenewbohemians/whatiam.html,1989,Edie Brickell and The New Bohemians,What I Am
3888,85,boysclub/irememberholdingyou.html,1989,Boys Club,I Remember Holding You
3889,86,gunsn’roses/paradisecity.html,1989,Guns N’ Roses,Paradise City
3890,87,samanthafox/iwannahavesomefun.html,1989,Samantha Fox,Iwanna Have Some Fun
3891,88,rickastley/shewantstodancewithme.html,1989,Rick Astley,She Wants To Dance With Me
3892,89,vanessawilliams/dreamin.html,1989,Vanessa Williams,Dreamin’
3893,90,babyface/itsnocrime.html,1989,Babyface,It’s No Crime
3894,91,alicecooper/poison.html,1989,Alice Cooper,Poison
3895,92,donnasummer/thistimeiknowitsforreal.html,1989,Donna Summer,This Time I Know It’s For Real
3896,93,michaeljackson/smoothcriminal.html,1989,Michael Jackson,Smooth Criminal
3897,94,deonestus/heavanhelpme.html,1989,Deon Estus,Heavan Help Me
3898,95,bobbybrown/rockwitcha.html,1989,Bobby Brown,Rock Wit’cha
3899,96,sa-fire/thinkingofyou.html,1989,Sa-fire,Thinking Of You
3900,97,expose/whatyoudontknow.html,1989,Expose,What You Don’t Know
3901,98,annwilsonandrobinzander/surrendertome.html,1989,Ann Wilson and Robin Zander,Surrender To Me
3902,99,donhenley/theendoftheinnocence.html,1989,Don Henley,The End Of The Innocence
3903,100,souliisoul/keeponmovin.html,1989,Soul II Soul,Keep On Movin
3904,1,wilsonphillips/holdon.html,1990,Wilson Phillips,Hold On
3905,2,roxette/itmusthavebeenlove.html,1990,Roxette,It Must Have Been Love
3906,3,sineado’connor/nothingcompares2u.html,1990,Sinead O’Connor,Nothing Compares 2 U
3907,4,bellbivdevoe/poison.html,1990,Bell Biv Devoe,Poison
3908,5,madonna/vogue.html,1990,Madonna,Vogue
3909,6,mariahcarey/visionoflove.html,1990,Mariah Carey,Vision Of Love
3910,7,philcollins/anotherdayinparadise.html,1990,Phil Collins,Another Day In Paradise
3911,8,envogue/holdon.html,1990,En Vogue,Hold On
3912,9,billyidol/cradleoflove.html,1990,Billy Idol,Cradle Of Love
3913,10,jonbonjovi/blazeofglory.html,1990,Jon Bon Jovi,Blaze Of Glory
3914,11,bellbivdevoe/dome.html,1990,Bell Biv Devoe,Do Me!
3915,12,michaelbolton/howamisupposedtolivewithoutyou.html,1990,Michael Bolton,How Am I Supposed To Live Without You
3916,13,technotronic/pumpupthejam.html,1990,Technotronic,Pump Up The Jam
3917,14,paulaabdul/oppositesattract.html,1990,Paula Abdul,Opposites Attract
3918,15,janetjackson/escapade.html,1990,Janet Jackson,Escapade
3919,16,heart/alliwannadoismakelovetoyou.html,1990,Heart,All I Wanna Do Is Make Love To You
3920,17,maxipriest/closetoyou.html,1990,Maxi Priest,Close To You
3921,18,alannahmyles/blackvelvet.html,1990,Alannah Myles,Black Velvet
3922,19,wilsonphillips/releaseme.html,1990,Wilson Phillips,Release Me
3923,20,lindaronstadtandaaronneville/dontknowmuch.html,1990,Linda Ronstadt and Aaron Neville,Don’t Know Much
3924,21,lisastansfield/allaroundtheworld.html,1990,Lisa Stansfield,All Around The World
3925,22,calloway/iwannaberich.html,1990,Calloway,I Wanna Be Rich
3926,23,johnnygill/rubyoutherightway.html,1990,Johnny Gill,Rub You The Right Way
3927,24,glennmedeiros/sheaintworthit.html,1990,Glenn Medeiros feat. Bobby Brown,She Ain’t Worth It
3928,25,sweetsensation/ifwishescametrue.html,1990,Sweet Sensation,If Wishes Came True
3929,26,snap/thepower.html,1990,Snap,The Power
3930,27,nelson/cantlivewithoutyourloveandaffection.html,1990,Nelson,(Can’t Live Without Your) Love And Affection
3931,28,taylordayne/lovewillleadyouback.html,1990,Taylor Dayne,Love Will Lead You Back
3932,29,janechild/dontwannafallinlove.html,1990,Jane Child,Don’t Wanna Fall In Love
3933,30,seduction/twotomakeitright.html,1990,Seduction,Two To Make It Right
3934,31,linear/sendingallmylove.html,1990,Linear,Sending All My Love
3935,32,poison/unskinnybop.html,1990,Poison,Unskinny Bop
3936,33,newkidsontheblock/stepbystep.html,1990,New Kids On The Block,Step By Step
3937,34,roxette/dangerous.html,1990,Roxette,Dangerous
3938,35,billyjoel/wedidntstartthefire.html,1990,Billy Joel,We Didn’t Start The Fire
3939,36,jamesingram/idonthavetheheart.html,1990,James Ingram,I Don’t Have The Heart
3940,37,rodstewart/downtowntrain.html,1990,Rod Stewart,Downtown Train
3941,38,janetjackson/rhythmnation.html,1990,Janet Jackson,Rhythm Nation
3942,39,tommypage/illbeyoureverything.html,1990,Tommy Page,I’ll Be Your Everything
3943,40,b-52’s/roam.html,1990,B-52’s,Roam
3944,41,jodywatley/everything.html,1990,Jody Watley,Everything
3945,42,souliisoul/backtolife.html,1990,Soul II Soul,Back To Life
3946,43,luthervandross/hereandnow.html,1990,Luther Vandross,Here And Now
3947,44,janetjackson/alright.html,1990,Janet Jackson,Alright
3948,45,vanillaice/iceicebaby.html,1990,Vanilla Ice,Ice Ice Baby
3949,46,millivanilli/blameitontherain.html,1990,Milli Vanilli,Blame It On The Rain
3950,47,m.c.hammer/haveyouseenher.html,1990,M.C. Hammer,Have You Seen Her
3951,48,taylordayne/witheverybeatofmyheart.html,1990,Taylor Dayne,With Every Beat Of My Heart
3952,49,janetjackson/comebacktome.html,1990,Janet Jackson,Come Back To Me
3953,50,michel’le/nomorelies.html,1990,Michel’le,No More Lies
3954,51,georgemichael/prayingfortime.html,1990,George Michael,Praying For Time
3955,52,michaelbolton/howcanwebelovers.html,1990,Michael Bolton,How Can We Be Lovers
3956,53,philcollins/doyouremember.html,1990,Phil Collins,Do You Remember
3957,54,after7/readyornot.html,1990,After 7,Ready Or Not
3958,55,m.c.hammer/ucanttouchthis.html,1990,M.C. Hammer,U Can’t Touch This
3959,56,philcollins/iwishitwouldraindown.html,1990,Phil Collins,I Wish It Would Rain Down
3960,57,lougramm/justbetweenyouandme.html,1990,Lou Gramm,Just Between You And Me
3961,58,philcollins/somethinghappenedonthewaytoheaven.html,1990,Phil Collins,Something Happened On The Way To Heaven
3962,59,janetjackson/blackcat.html,1990,Janet Jackson,Black Cat
3963,60,after7/cantstop.html,1990,After 7,Can’t Stop
3964,61,aerosmith/janiesgotagun.html,1990,Aerosmith,Janie’s Got A Gun
3965,62,digitalunderground/thehumptydance.html,1990,Digital Underground,The Humpty Dance
3966,63,taylordayne/illbeyourshelter.html,1990,Taylor Dayne,I’ll Be Your Shelter
3967,64,tompetty/freefallin.html,1990,Tom Petty,Free Fallin’
3968,65,pebbles/givingyouthebenefit.html,1990,Pebbles,Giving You The Benefit
3969,66,depechemode/enjoythesilence.html,1990,Depeche Mode,Enjoy The Silence
3970,67,tesla/lovesong.html,1990,Tesla,Love Song
3971,68,badenglish/priceoflove.html,1990,Bad English,Price Of Love
3972,69,tylercollins/girlsniteout.html,1990,Tyler Collins,Girls Nite Out
3973,70,gowest/kingofwishfulthinking.html,1990,Go West,King Of Wishful Thinking
3974,71,chicago/whatkindofmanwouldibe.html,1990,Chicago,What Kind Of Man Would I Be?
3975,72,skidrow/irememberyou.html,1990,Skid Row,I Remember You
3976,73,technotronic/getupbeforethenightisover.html,1990,Technotronic,Get Up! (Before The Night Is Over)
3977,74,gloriaestefan/hereweare.html,1990,Gloria Estefan,Here We Are
3978,75,faithnomore/epic.html,1990,Faith No More,Epic
3979,76,mariahcarey/lovetakestime.html,1990,Mariah Carey,Love Takes Time
3980,77,cher/justlikejessejames.html,1990,Cher,Just Like Jesse James
3981,78,b-52s/loveshack.html,1990,B-52s,Love Shack
3982,79,millivanilli/allornothing.html,1990,Milli Vanilli,All Or Nothing
3983,80,dino/romeo.html,1990,Dino,Romeo
3984,81,blackbox/everybodyeverybody.html,1990,Black Box,Everybody Everybody
3985,82,billyjoel/igotoextremes.html,1990,Billy Joel,I Go To Extremes
3986,83,babyface/whipappeal.html,1990,Babyface,Whip Appeal
3987,84,paulyoung/ohgirl.html,1990,Paul Young,Oh Girl
3988,85,d-mobwithcathydennis/cmonandgetmylove.html,1990,D-Mob With Cathy Dennis,C’mon And Get My Love
3989,86,paulaabdul/itsjustthewaythatyouloveme.html,1990,Paula Abdul,(It’s Just) The Way That You Love Me
3990,87,thecovergirls/wecantgowrong.html,1990,The Cover Girls,We Can’t Go Wrong
3991,88,michaelbolton/whenimbackonmyfeetagain.html,1990,Michael Bolton,When I’m Back On My Feet Again
3992,89,keithsweat/makeyousweat.html,1990,Keith Sweat,Make You Sweat
3993,90,newkidsontheblock/thisonesforthechildren.html,1990,New Kids On The Block,This One’s For The Children
3994,91,aerosmith/whatittakes.html,1990,Aerosmith,What It Takes
3995,92,kiss/forever.html,1990,Kiss,Forever
3996,93,thetime/jerkout.html,1990,The Time,Jerk Out
3997,94,bizmarkie/justafriend.html,1990,Biz Markie,Just A Friend
3998,95,a’melorain/wholewideworld.html,1990,A’me Lorain,Whole Wide World
3999,96,motleycrue/withoutyou.html,1990,Motley Crue,Without You
4000,97,jivebunnyandthemastermixers/swingthemood.html,1990,Jive Bunny and The Master Mixers,Swing The Mood
4001,98,prince/thievesinthetemple.html,1990,Prince,Thieves In The Temple
4002,99,mellowmanace/mentirosa.html,1990,Mellow Man Ace,Mentirosa
4003,100,kyper/tic-tac-toe.html,1990,Kyper,Tic-Tac-Toe
4004,1,bryanadams/everythingidoidoitforyou.html,1991,Bryan Adams,(Everything I Do) I Do It For You
4005,2,colormebadd/iwannasexyouup.html,1991,Color Me Badd,I Wanna Sex You Up
4006,3,c+cmusicfactory/gonnamakeyousweat.html,1991,C+C Music Factory,Gonna Make You Sweat
4007,4,paulaabdul/rushrush.html,1991,Paula Abdul,Rush Rush
4008,5,timmyt/onemoretry.html,1991,Timmy T,One More Try
4009,6,emf/unbelievable.html,1991,EMF,Unbelievable
4010,7,extreme/morethanwords.html,1991,Extreme,More Than Words
4011,8,hi-five/ilikethewaythekissinggame.html,1991,Hi-Five,I Like The Way (The Kissing Game)
4012,9,surface/thefirsttime.html,1991,Surface,The First Time
4013,10,"amygrant/baby,baby.html",1991,Amy Grant,"Baby, Baby"
4014,11,boyziimen/motownphilly.html,1991,Boyz II Men,Motownphilly
4015,12,stevieb/becauseiloveyouthepostmansong.html,1991,Stevie B,Because I Love You (The Postman Song)
4016,13,mariahcarey/someday.html,1991,Mariah Carey,Someday
4017,14,damnyankees/highenough.html,1991,Damn Yankees,High Enough
4018,15,bettemidler/fromadistance.html,1991,Bette Midler,From A Distance
4019,16,whitneyhouston/allthemanthatineed.html,1991,Whitney Houston,All The Man That I Need
4020,17,"jesusjones/righthere,rightnow.html",1991,Jesus Jones,"Right Here, Right Now"
4021,18,colormebadd/iadoremiamor.html,1991,Color Me Badd,I Adore Mi Amor
4022,19,janetjackson/lovewillneverdowithoutyou.html,1991,Janet Jackson,Love Will Never Do (Without You)
4023,20,markymarkandthefunkybunch/goodvibrations.html,1991,Marky Mark and The Funky Bunch feat. Loleatta Holloway,Good Vibrations
4024,21,madonna/justifymylove.html,1991,Madonna,Justify My Love
4025,22,mariahcarey/emotions.html,1991,Mariah Carey,Emotions
4026,23,roxette/joyride.html,1991,Roxette,Joyride
4027,24,karynwhite/romantic.html,1991,Karyn White,Romantic
4028,25,tarakemp/holdyoutight.html,1991,Tara Kemp,Hold You Tight
4029,26,mariahcarey/idontwannacry.html,1991,Mariah Carey,I Don’t Wanna Cry
4030,27,wilsonphillips/youreinlove.html,1991,Wilson Phillips,You’re In Love
4031,28,amygrant/everyheartbeat.html,1991,Amy Grant,Every Heartbeat
4032,29,ralphtresvant/sensitivity.html,1991,Ralph Tresvant,Sensitivity
4033,30,cathydennis/touchmeallnightlong.html,1991,Cathy Dennis,Touch Me (All Night Long)
4034,31,londonbeat/ivebeenthinkingaboutyou.html,1991,Londonbeat,I’ve Been Thinking About You
4035,32,naturalselection/doanything.html,1991,Natural Selection,Do Anything
4036,33,r.e.m./losingmyreligion.html,1991,R.E.M.,Losing My Religion
4037,34,gloriaestefan/comingoutofthedark.html,1991,Gloria Estefan,Coming Out Of The Dark
4038,35,lennykravitz/itaintovertilitsover.html,1991,Lenny Kravitz,It Ain’t Over ‘Til It’s Over
4039,36,c+cmusicfactory/herewego.html,1991,C+C Music Factory,Here We Go
4040,37,celinedion/wheredoesmyheartbeatnow.html,1991,Celine Dion,Where Does My Heart Beat Now
4041,38,d.j.jazzyjeffandthefreshprince/summertime.html,1991,D.J. Jazzy Jeff and The Fresh Prince,Summertime
4042,39,scorpions/windofchange.html,1991,Scorpions,Wind Of Change
4043,40,rhythmsyndicate/passion.html,1991,Rhythm Syndicate,P.A.S.S.I.O.N.
4044,41,paulaabdul/thepromiseofanewday.html,1991,Paula Abdul,The Promise Of A New Day
4045,42,whitneyhouston/imyourbabytonight.html,1991,Whitney Houston,I’m Your Baby Tonight
4046,43,firehouse/loveofalifetime.html,1991,Firehouse,Love Of A Lifetime
4047,44,roxette/fadinglikeaflowereverytimeyouleave.html,1991,Roxette,Fading Like A Flower (Every Time You Leave)
4048,45,traciespencer/thishouse.html,1991,Tracie Spencer,This House
4049,46,extreme/holehearted.html,1991,Extreme,Hole Hearted
4050,47,luthervandross/poweroflove-lovepower.html,1991,Luther Vandross,Power Of Love-Love Power
4051,48,wilsonphillips/impulsive.html,1991,Wilson Phillips,Impulsive
4052,49,michaelbolton/loveisawonderfulthing.html,1991,Michael Bolton,Love Is A Wonderful Thing
4053,50,rodstewart/rhythmofmyheart.html,1991,Rod Stewart,Rhythm Of My Heart
4054,51,c+cmusicfactory/thingsthatmakeyougohmmmm….html,1991,C+C Music Factory,Things That Make You Go Hmmmm…
4055,52,divinyls/itouchmyself.html,1991,Divinyls,I Touch Myself
4056,53,dma/tomsdiner.html,1991,DMA,Tom’s Diner
4057,54,anotherbadcreation/iesha.html,1991,Another Bad Creation,Iesha
4058,55,bonnieraitt/somethingtotalkabout.html,1991,Bonnie Raitt,Something To Talk About
4059,56,nelson/aftertherain.html,1991,Nelson,After The Rain
4060,57,vanillaice/playthatfunkymusic.html,1991,Vanilla Ice,Play That Funky Music
4061,58,corina/temptation.html,1991,Corina,Temptation
4062,59,bryanadams/cantstopthisthingwestarted.html,1991,Bryan Adams,Can’t Stop This Thing We Started
4063,60,hi-five/icantwaitanotherminute.html,1991,Hi-Five,I Can’t Wait Another Minute
4064,61,theklf/3ameternal.html,1991,The KLF,3 A.M. Eternal
4065,62,michaelbolton/timeloveandtenderness.html,1991,Michael Bolton,Time. Love And Tenderness
4066,63,enigrna/saidenessparti.html,1991,Enigrna,Saideness Part I
4067,64,llcoolj/aroundthewaygirl.html,1991,LL Cool J,Around The Way Girl
